Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_1:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),SURFACE_1:Surface Inside Face Temperature [C](TimeStep),SURFACE_1:Surface Outside Face Temperature [C](TimeStep),SURFACE_1:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE_2:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE_3:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE_4:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE_5:Surface Outside Face Temperature [C](TimeStep),SURFACE_6:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),ZONE_1:Zone Mean Air Temperature [C](TimeStep),WINDOW1:AFN Linkage Node 1 to Node 2 Volume Flow Rate [m3/s](TimeStep),ZONE1UNITHEATAIROUTLETNODE:System Node Temperature [C](TimeStep),ZONE1UNITHEATAIROUTLETNODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 01/01  00:01:00,11.1883333333333,0.0,15.7503531838852,13.0021231866506,0.0,0.0,0.0,0.0,15.5313230304314,0.0,15.2179338641134,5.750218504894175E-03,15.2380095503911,0.0 
 01/01  00:02:00,11.1766666666667,0.0,15.739906533837,12.9938965027712,0.0,0.0,0.0,0.0,15.519146214966,0.0,15.1921268858004,5.717111309478322E-03,15.2179338641134,0.0 
 01/01  00:03:00,11.165,0.0,15.7292761209009,12.9856693540493,0.0,0.0,0.0,0.0,15.5087385240449,0.0,15.1653517887065,5.682486143048298E-03,15.1921268858004,0.0 
 01/01  00:04:00,11.1533333333333,0.0,15.7186348709293,12.977045060728,0.0,0.0,0.0,0.0,15.4976438445537,0.0,15.1397813191726,5.647363007634609E-03,15.1653517887065,0.0 
 01/01  00:05:00,11.1416666666667,0.0,15.7080286259289,12.9684203563483,0.0,0.0,0.0,0.0,15.486749305483,0.0,15.1160126966629,5.509938620688604E-03,15.1397813191726,0.0 
 01/01  00:06:00,11.13,0.0,15.6973877751056,12.9595154681859,0.0,0.0,0.0,0.0,15.4757462515917,0.0,15.094005170118,5.338779820599093E-03,15.1160126966629,0.0 
 01/01  00:07:00,11.1183333333333,0.0,15.6868004556853,12.9506102069269,0.0,0.0,0.0,0.0,15.4647606085053,0.0,15.0735605741,5.164391956157304E-03,15.094005170118,0.0 
 01/01  00:08:00,11.1066666666667,0.0,15.6762229143145,12.941486752844,0.0,0.0,0.0,0.0,15.4537599392194,0.0,15.0545049476627,4.986361044578092E-03,15.0735605741,0.0 
 01/01  00:09:00,11.095,0.0,15.6656880364966,12.9323629552377,0.0,0.0,0.0,0.0,15.442767857737,0.0,15.0367154827917,4.804483683807686E-03,15.0545049476627,0.0 
 01/01  00:10:00,11.0833333333333,0.0,15.6551931324361,12.9230604658237,0.0,0.0,0.0,0.0,15.4317854329205,0.0,15.0201776167101,4.570761344163642E-03,15.0367154827917,0.0 
 01/01  00:11:00,11.0716666666667,0.0,15.644736908697,12.9137576571127,0.0,0.0,0.0,0.0,15.4208216444696,0.0,15.0051123200412,4.177072947983466E-03,15.0201776167101,0.0 
 01/01  00:12:00,11.06,0.0,15.6343519837226,12.9043038271229,0.0,0.0,0.0,0.0,15.4098812802332,0.0,14.9916546512619,3.761293402273097E-03,15.0051123200412,0.0 
 01/01  00:13:00,11.0483333333333,0.0,15.6240170013364,12.8948496983158,0.0,0.0,0.0,0.0,15.3989730330816,0.0,14.9798737602925,3.318340134244934E-03,14.9916546512619,0.0 
 01/01  00:14:00,11.0366666666667,0.0,15.6137875876246,12.8852651258426,0.0,0.0,0.0,0.0,15.3881038291233,0.0,14.9699185757722,2.839796438534179E-03,14.9798737602925,0.0 
 01/01  00:15:00,11.025,0.0,15.6036151412704,12.8756802722453,0.0,0.0,0.0,0.0,15.3772827402571,0.0,14.9611479281056,2.359757228362469E-03,14.9699185757722,0.0 
 01/01  00:16:00,11.0133333333333,0.0,15.5935653064672,12.8659809249213,0.0,0.0,0.0,0.0,15.366517490703,0.0,14.9519178749379,1.644506899505844E-03,14.9611479281056,0.0 
 01/01  00:17:00,11.0016666666667,0.0,15.5835027084299,12.8562813120059,0.0,0.0,0.0,0.0,15.3558132930343,0.0,14.9413694672862,1.271573130149181E-03,14.9519178749379,0.0 
 01/01  00:18:00,10.99,0.0,15.5734898018172,12.8464799476026,0.0,0.0,0.0,0.0,15.3451629421941,0.0,14.9294709520871,9.355767891833886E-04,14.9413694672862,0.0 
 01/01  00:19:00,10.9783333333333,0.0,15.5634365021175,12.8366783314144,0.0,0.0,0.0,0.0,15.3345596354202,0.0,14.9164862327514,6.122585631919921E-04,14.9294709520871,0.0 
 01/01  00:20:00,10.9666666666667,0.0,15.5533843641259,12.8267853784154,0.0,0.0,0.0,0.0,15.323994693503,0.0,14.9026844653658,2.731571436804993E-04,14.9164862327514,0.0 
 01/01  00:21:00,10.955,0.0,15.5433078423795,12.8168921860269,0.0,0.0,0.0,0.0,15.3134629519562,0.0,14.888290024523,0.0,14.9026844653658,0.0 
 01/01  00:22:00,10.9433333333333,0.0,15.5332117041841,12.8069163212357,0.0,0.0,0.0,0.0,15.302959316067,0.0,14.873601557958,0.0,14.888290024523,0.0 
 01/01  00:23:00,10.9316666666667,0.0,15.5231070417678,12.7969402282759,0.0,0.0,0.0,0.0,15.2924804622725,0.0,14.8587830531329,0.0,14.873601557958,0.0 
 01/01  00:24:00,10.92,0.0,15.5129856049753,12.7868887734601,0.0,0.0,0.0,0.0,15.2820245843229,0.0,14.8438946610697,0.0,14.8587830531329,0.0 
 01/01  00:25:00,10.9083333333333,0.0,15.5028624603066,12.7768371007058,0.0,0.0,0.0,0.0,15.2715903635788,0.0,14.8289538644118,0.0,14.8438946610697,0.0 
 01/01  00:26:00,10.8966666666667,0.0,15.492727163451,12.7667163056486,0.0,0.0,0.0,0.0,15.2611769686739,0.0,14.8139683749766,0.0,14.8289538644118,0.0 
 01/01  00:27:00,10.885,0.0,15.4825908998475,12.7565953020369,0.0,0.0,0.0,0.0,15.250783369976,0.0,14.7990815774065,0.0,14.8139683749766,0.0 
 01/01  00:28:00,10.8733333333333,0.0,15.4724499667094,12.7464105532761,0.0,0.0,0.0,0.0,15.2404088858223,0.0,14.7844387705017,0.0,14.7990815774065,0.0 
 01/01  00:29:00,10.8616666666667,0.0,15.4623168869931,12.7362256046159,0.0,0.0,0.0,0.0,15.2300535688339,0.0,14.7700931815987,0.0,14.7844387705017,0.0 
 01/01  00:30:00,10.85,0.0,15.4521911444858,12.725981583758,0.0,0.0,0.0,0.0,15.219718368132,0.0,14.7560391656737,0.0,14.7700931815987,0.0 
 01/01  00:31:00,10.8383333333333,0.0,15.4420747702717,12.7157373710219,0.0,0.0,0.0,0.0,15.2094041844201,0.0,14.7422518143058,0.0,14.7560391656737,0.0 
 01/01  00:32:00,10.8266666666667,0.0,15.4319742823478,12.7054381776238,0.0,0.0,0.0,0.0,15.1991119492782,0.0,14.7287246915855,0.0,14.7422518143058,0.0 
 01/01  00:33:00,10.815,0.0,15.4218822401169,12.6951387998138,0.0,0.0,0.0,0.0,15.1888424441006,0.0,14.7155473010167,0.0,14.7287246915855,0.0 
 01/01  00:34:00,10.8033333333333,0.0,15.411815119481,12.6847880485043,0.0,0.0,0.0,0.0,15.1785963659435,0.0,14.7027607898427,0.0,14.7155473010167,0.0 
 01/01  00:35:00,10.7916666666667,0.0,15.4017604908401,12.6744371197598,0.0,0.0,0.0,0.0,15.1683752004349,0.0,14.6903584078844,0.0,14.7027607898427,0.0 
 01/01  00:36:00,10.78,0.0,15.3917390571277,12.6640380180171,0.0,0.0,0.0,0.0,15.1581802215606,0.0,14.6783132812813,0.0,14.6903584078844,0.0 
 01/01  00:37:00,10.7683333333333,0.0,15.3817291468812,12.6536387453819,0.0,0.0,0.0,0.0,15.1480129662775,0.0,14.6665955584699,0.0,14.6783132812813,0.0 
 01/01  00:38:00,10.7566666666667,0.0,15.3717577418532,12.6431941563984,0.0,0.0,0.0,0.0,15.1378743581517,0.0,14.6553085528865,0.0,14.6665955584699,0.0 
 01/01  00:39:00,10.745,0.0,15.3618001566175,12.6327494026769,0.0,0.0,0.0,0.0,15.127765688134,0.0,14.6445810746033,0.0,14.6553085528865,0.0 
 01/01  00:40:00,10.7333333333333,0.0,15.3518934260587,12.6222618965101,0.0,0.0,0.0,0.0,15.1176883939237,0.0,14.6344575092626,0.0,14.6445810746033,0.0 
 01/01  00:41:00,10.7216666666667,0.0,15.3420059075892,12.6117742314122,0.0,0.0,0.0,0.0,15.107645181589,0.0,14.6249247731752,0.0,14.6344575092626,0.0 
 01/01  00:42:00,10.71,0.0,15.3321802778951,12.6012461268478,0.0,0.0,0.0,0.0,15.0976380401514,0.0,14.6159521905761,0.0,14.6249247731752,0.0 
 01/01  00:43:00,10.6983333333333,0.0,15.3223726223718,12.5907178688447,0.0,0.0,0.0,0.0,15.0876697022208,0.0,14.6075469439477,0.0,14.6159521905761,0.0 
 01/01  00:44:00,10.6866666666667,0.0,15.3126356242951,12.5801512678624,0.0,0.0,0.0,0.0,15.0777416772996,0.0,14.5998985872551,3.635407243934316E-04,14.6075469439477,0.0 
 01/01  00:45:00,10.675,0.0,15.3029227156712,12.5695845186496,0.0,0.0,0.0,0.0,15.0678567151979,0.0,14.5931337365364,7.104664993625088E-04,14.5998985872551,0.0 
 01/01  00:46:00,10.6633333333333,0.0,15.2932988831614,12.5589813350046,0.0,0.0,0.0,0.0,15.0580175255835,0.0,14.5873277779478,1.053587242304055E-03,14.5931337365364,0.0 
 01/01  00:47:00,10.6516666666667,0.0,15.2837054974821,12.5483780080779,0.0,0.0,0.0,0.0,15.0482285771033,0.0,14.5825635127585,1.419078534065945E-03,14.5873277779478,0.0 
 01/01  00:48:00,10.64,0.0,15.2742214889861,12.5377399911996,0.0,0.0,0.0,0.0,15.0384931325192,0.0,14.5790415827478,1.851069354797339E-03,14.5825635127585,0.0 
 01/01  00:49:00,10.6283333333333,0.0,15.2647767791572,12.5271018357511,0.0,0.0,0.0,0.0,15.0288165551348,0.0,14.5765258348146,2.667314437541827E-03,14.5790415827478,0.0 
 01/01  00:50:00,10.6166666666667,0.0,15.2554589184098,12.5164305909158,0.0,0.0,0.0,0.0,15.0192034287765,0.0,14.5732938829304,3.141734498147068E-03,14.5765258348146,0.0 
 01/01  00:51:00,10.605,0.0,15.2461205469587,12.5057592120047,0.0,0.0,0.0,0.0,15.0096583763521,0.0,14.5682681560893,3.645676590068765E-03,14.5732938829304,0.0 
 01/01  00:52:00,10.5933333333333,0.0,15.2368247195818,12.4950562175365,0.0,0.0,0.0,0.0,15.0001723626325,0.0,14.5613158980278,4.117160690810790E-03,14.5682681560893,0.0 
 01/01  00:53:00,10.5816666666667,0.0,15.2274708727531,12.4843530932865,0.0,0.0,0.0,0.0,14.9907356261523,0.0,14.5527046196796,4.563258773106791E-03,14.5613158980278,0.0 
 01/01  00:54:00,10.57,0.0,15.2180993898587,12.4736197153744,0.0,0.0,0.0,0.0,14.9813364647273,0.0,14.5427682943811,4.973857160605539E-03,14.5527046196796,0.0 
 01/01  00:55:00,10.5583333333333,0.0,15.2086878604726,12.4628862117892,0.0,0.0,0.0,0.0,14.971966612304,0.0,14.5320432906182,5.184088653407692E-03,14.5427682943811,0.0 
 01/01  00:56:00,10.5466666666667,0.0,15.1992381996855,12.4521237173819,0.0,0.0,0.0,0.0,14.9626186882525,0.0,14.5208392402182,5.390629347288599E-03,14.5320432906182,0.0 
 01/01  00:57:00,10.535,0.0,15.1897741853754,12.4413611012387,0.0,0.0,0.0,0.0,14.9532886902334,0.0,14.5092790988989,5.593851724266326E-03,14.5208392402182,0.0 
 01/01  00:58:00,10.5233333333333,0.0,15.1802730336302,12.4305706693824,0.0,0.0,0.0,0.0,14.9439740142501,0.0,14.4974048341511,5.793999396262511E-03,14.5092790988989,0.0 
 01/01  00:59:00,10.5116666666667,0.0,15.1707624965236,12.4197801195674,0.0,0.0,0.0,0.0,14.9346719652582,0.0,14.4852401393079,5.991470390057809E-03,14.4974048341511,0.0 
 01/01  01:00:00,10.5,0.0,15.1612181850886,12.4089628514742,0.0,0.0,0.0,0.0,14.9253808354035,0.0,14.4729279341826,6.107479356949050E-03,14.4852401393079,0.0 
 01/01  01:01:00,10.4983333333333,0.0,15.1516769206497,12.4000036935047,0.0,0.0,0.0,0.0,14.9160982472067,0.0,14.4609410557766,5.990218763138281E-03,14.4729279341826,0.0 
 01/01  01:02:00,10.4966666666667,0.0,15.1421268012181,12.3913911172157,0.0,0.0,0.0,0.0,14.9068337330859,0.0,14.4496570927755,5.791906990897063E-03,14.4609410557766,0.0 
 01/01  01:03:00,10.495,0.0,15.1325994682837,12.3827772939306,0.0,0.0,0.0,0.0,14.8975884233479,0.0,14.4392000274887,5.591450693094455E-03,14.4496570927755,0.0 
 01/01  01:04:00,10.4933333333333,0.0,15.1230961508704,12.3747645893447,0.0,0.0,0.0,0.0,14.8883672113146,0.0,14.4295497078955,5.388530771795702E-03,14.4392000274887,0.0 
 01/01  01:05:00,10.4916666666667,0.0,15.1136182117368,12.3667507452523,0.0,0.0,0.0,0.0,14.8791735464688,0.0,14.4206438581377,5.182949343900923E-03,14.4295497078955,0.0 
 01/01  01:06:00,10.49,0.0,15.1041867389457,12.3591604415507,0.0,0.0,0.0,0.0,14.8700109158477,0.0,14.4124235576236,4.974461242849229E-03,14.4206438581377,0.0 
 01/01  01:07:00,10.4883333333333,0.0,15.0947770005788,12.3515690739993,0.0,0.0,0.0,0.0,14.8608825176223,0.0,14.4051135715994,4.590535814035347E-03,14.4124235576236,0.0 
 01/01  01:08:00,10.4866666666667,0.0,15.0854355239041,12.3443073091569,0.0,0.0,0.0,0.0,14.8517907524471,0.0,14.3989228569333,4.154840870821084E-03,14.4051135715994,0.0 
 01/01  01:09:00,10.485,0.0,15.0761292047959,12.3370445392875,0.0,0.0,0.0,0.0,14.8427403766515,0.0,14.3939629003169,3.696866390806593E-03,14.3989228569333,0.0 
 01/01  01:10:00,10.4833333333333,0.0,15.0669195012993,12.3300516695307,0.0,0.0,0.0,0.0,14.8337359701421,0.0,14.3903397636822,3.210531311566080E-03,14.3939629003169,0.0 
 01/01  01:11:00,10.4816666666667,0.0,15.0577518535308,12.3230578428756,0.0,0.0,0.0,0.0,14.8247837088339,0.0,14.3882061084959,2.730077943811176E-03,14.3903397636822,0.0 
 01/01  01:12:00,10.48,0.0,15.0487137575701,12.3162922209132,0.0,0.0,0.0,0.0,14.8158887955682,0.0,14.3859793069944,1.943609377185925E-03,14.3882061084959,0.0 
 01/01  01:13:00,10.4783333333333,0.0,15.0396741738175,12.3095256827148,0.0,0.0,0.0,0.0,14.8070590016029,0.0,14.3822761321435,1.509948981581345E-03,14.3859793069944,0.0 
 01/01  01:14:00,10.4766666666667,0.0,15.0306878656665,12.3029564424751,0.0,0.0,0.0,0.0,14.7982886126215,0.0,14.3767849864101,1.150202344688312E-03,14.3822761321435,0.0 
 01/01  01:15:00,10.475,0.0,15.021647821124,12.2963863211293,0.0,0.0,0.0,0.0,14.7895689343122,0.0,14.3697403398923,8.159960013753126E-04,14.3767849864101,0.0 
 01/01  01:16:00,10.4733333333333,0.0,15.0126020123311,12.2899896184833,0.0,0.0,0.0,0.0,14.7808888139506,0.0,14.3614744425644,4.887476006889248E-04,14.3697403398923,0.0 
 01/01  01:17:00,10.4716666666667,0.0,15.0035193884967,12.2835920655874,0.0,0.0,0.0,0.0,14.77224061097,0.0,14.3522635323557,1.083898788936024E-04,14.3614744425644,0.0 
 01/01  01:18:00,10.47,0.0,14.9944017547334,12.2773489087677,0.0,0.0,0.0,0.0,14.7636173554287,0.0,14.3423941640167,0.0,14.3522635323557,0.0 
 01/01  01:19:00,10.4683333333333,0.0,14.9852643063211,12.2711049291509,0.0,0.0,0.0,0.0,14.755013822299,0.0,14.3321229600019,0.0,14.3423941640167,0.0 
 01/01  01:20:00,10.4666666666667,0.0,14.9760903112854,12.2649998309695,0.0,0.0,0.0,0.0,14.7464265332872,0.0,14.3215831669594,0.0,14.3321229600019,0.0 
 01/01  01:21:00,10.465,0.0,14.9669083347202,12.2588939346686,0.0,0.0,0.0,0.0,14.7378527889466,0.0,14.3108319762813,0.0,14.3215831669594,0.0 
 01/01  01:22:00,10.4633333333333,0.0,14.957694630162,12.2529140272373,0.0,0.0,0.0,0.0,14.7292911598717,0.0,14.2998976592352,0.0,14.3108319762813,0.0 
 01/01  01:23:00,10.4616666666667,0.0,14.9484755063533,12.246933344059,0.0,0.0,0.0,0.0,14.7207396709657,0.0,14.2888049170029,0.0,14.2998976592352,0.0 
 01/01  01:24:00,10.46,0.0,14.9392291461223,12.2410677714528,0.0,0.0,0.0,0.0,14.712197367109,0.0,14.2777644773386,0.0,14.2888049170029,0.0 
 01/01  01:25:00,10.4583333333333,0.0,14.9299845294228,12.2352014435271,0.0,0.0,0.0,0.0,14.703662620631,0.0,14.2668986749806,0.0,14.2777644773386,0.0 
 01/01  01:26:00,10.4566666666667,0.0,14.9207264801962,12.2294409304054,0.0,0.0,0.0,0.0,14.6951360796235,0.0,14.2562378021553,0.0,14.2668986749806,0.0 
 01/01  01:27:00,10.455,0.0,14.9114748736508,12.2236796807302,0.0,0.0,0.0,0.0,14.6866179447143,0.0,14.2457709363568,0.0,14.2562378021553,0.0 
 01/01  01:28:00,10.4533333333333,0.0,14.9022201940767,12.218016217094,0.0,0.0,0.0,0.0,14.6781092518309,0.0,14.2354780993957,0.0,14.2457709363568,0.0 
 01/01  01:29:00,10.4516666666667,0.0,14.8929710431459,12.2123520342359,0.0,0.0,0.0,0.0,14.6696103201105,0.0,14.2253869725947,0.0,14.2354780993957,0.0 
 01/01  01:30:00,10.45,0.0,14.8837268395947,12.2067786394262,0.0,0.0,0.0,0.0,14.6611218863759,0.0,14.2155754840959,0.0,14.2253869725947,0.0 
 01/01  01:31:00,10.4483333333333,0.0,14.8744914272224,12.2012045414759,0.0,0.0,0.0,0.0,14.6526445211595,0.0,14.206073979652,0.0,14.2155754840959,0.0 
 01/01  01:32:00,10.4466666666667,0.0,14.8652707983011,12.195715083701,0.0,0.0,0.0,0.0,14.644179556586,0.0,14.1968737339097,0.0,14.206073979652,0.0 
 01/01  01:33:00,10.445,0.0,14.8560596763771,12.1902249377687,0.0,0.0,0.0,0.0,14.6357281337001,0.0,14.1879510822636,0.0,14.1968737339097,0.0 
 01/01  01:34:00,10.4433333333333,0.0,14.8468702117022,12.1848139934339,0.0,0.0,0.0,0.0,14.6272914460623,0.0,14.1792811928252,0.0,14.1879510822636,0.0 
 01/01  01:35:00,10.4416666666667,0.0,14.8376888148348,12.1794023749541,0.0,0.0,0.0,0.0,14.6188705239272,0.0,14.1709888889143,0.0,14.1792811928252,0.0 
 01/01  01:36:00,10.44,0.0,14.8285377343689,12.1740651171188,0.0,0.0,0.0,0.0,14.6104661849665,0.0,14.1631794516868,0.0,14.1709888889143,0.0 
 01/01  01:37:00,10.4383333333333,0.0,14.8194018266628,12.1687271982867,0.0,0.0,0.0,0.0,14.6020803163766,0.0,14.1558784809968,0.0,14.1631794516868,0.0 
 01/01  01:38:00,10.4366666666667,0.0,14.8103080865291,12.1634593068793,0.0,0.0,0.0,0.0,14.5937149281955,0.0,14.1490666005611,0.0,14.1558784809968,0.0 
 01/01  01:39:00,10.435,0.0,14.8012298063997,12.1581907668498,0.0,0.0,0.0,0.0,14.5853723944065,0.0,14.1427123477464,0.0,14.1490666005611,0.0 
 01/01  01:40:00,10.4333333333333,0.0,14.7922024628092,12.152988355477,0.0,0.0,0.0,0.0,14.577054442753,0.0,14.1368345914618,3.063462916909789E-05,14.1427123477464,0.0 
 01/01  01:41:00,10.4316666666667,0.0,14.7831902820332,12.147785307161,0.0,0.0,0.0,0.0,14.5687632357642,0.0,14.1315710938451,4.267699779777837E-04,14.1368345914618,0.0 
 01/01  01:42:00,10.43,0.0,14.7742414559405,12.1426448628348,0.0,0.0,0.0,0.0,14.5605003566095,0.0,14.1270317498444,7.397536739127357E-04,14.1315710938451,0.0 
 01/01  01:43:00,10.4283333333333,0.0,14.7653154744256,12.1375037926154,0.0,0.0,0.0,0.0,14.5522691087873,0.0,14.1232800396611,1.052023531790485E-03,14.1270317498444,0.0 
 01/01  01:44:00,10.4266666666667,0.0,14.7564691792218,12.1324221257246,0.0,0.0,0.0,0.0,14.5440722035625,0.0,14.1203821275651,1.384701698230888E-03,14.1232800396611,0.0 
 01/01  01:45:00,10.425,0.0,14.7476498485065,12.1273398434201,0.0,0.0,0.0,0.0,14.5359137344713,0.0,14.1184948473906,1.774708597349657E-03,14.1203821275651,0.0 
 01/01  01:46:00,10.4233333333333,0.0,14.7389318254115,12.1223140459586,0.0,0.0,0.0,0.0,14.5277967912271,0.0,14.1174105543845,2.521272691824854E-03,14.1184948473906,0.0 
 01/01  01:47:00,10.4216666666667,0.0,14.7302393900009,12.1172876430423,0.0,0.0,0.0,0.0,14.5197268921085,0.0,14.1157459920402,2.935742299701486E-03,14.1174105543845,0.0 
 01/01  01:48:00,10.42,0.0,14.721615693193,12.1123150535741,0.0,0.0,0.0,0.0,14.5117059672333,0.0,14.1125419728014,3.381254668582752E-03,14.1157459920402,0.0 
 01/01  01:49:00,10.4183333333333,0.0,14.7129457445078,12.1073418681339,0.0,0.0,0.0,0.0,14.5037289667707,0.0,14.107658568197,3.795350487629482E-03,14.1125419728014,0.0 
 01/01  01:50:00,10.4166666666667,0.0,14.7042812752421,12.1024200423096,0.0,0.0,0.0,0.0,14.4957854379416,0.0,14.1013252108684,4.184070537513276E-03,14.107658568197,0.0 
 01/01  01:51:00,10.415,0.0,14.6955728471498,12.0974976295589,0.0,0.0,0.0,0.0,14.4878671613061,0.0,14.0938191015386,4.552016365963989E-03,14.1013252108684,0.0 
 01/01  01:52:00,10.4133333333333,0.0,14.6868321769577,12.0926243152392,0.0,0.0,0.0,0.0,14.4799660438396,0.0,14.0856067490172,4.729910474008650E-03,14.0938191015386,0.0 
 01/01  01:53:00,10.4116666666667,0.0,14.6780700436782,12.0877504226359,0.0,0.0,0.0,0.0,14.4720761634383,0.0,14.0769709467191,4.898155190610813E-03,14.0856067490172,0.0 
 01/01  01:54:00,10.41,0.0,14.669274311558,12.08292353886,0.0,0.0,0.0,0.0,14.4641942631861,0.0,14.0680287200706,5.062281332174735E-03,14.0769709467191,0.0 
 01/01  01:55:00,10.4083333333333,0.0,14.660469267536,12.078096085071,0.0,0.0,0.0,0.0,14.4563178222897,0.0,14.0588231632569,5.222477351266542E-03,14.0680287200706,0.0 
 01/01  01:56:00,10.4066666666667,0.0,14.6516352046093,12.0733137042513,0.0,0.0,0.0,0.0,14.4484453800908,0.0,14.0493781373759,5.379128814434786E-03,14.0588231632569,0.0 
 01/01  01:57:00,10.405,0.0,14.6427938258041,12.0685307613442,0.0,0.0,0.0,0.0,14.4405750427527,0.0,14.039780876022,5.486842177862480E-03,14.0493781373759,0.0 
 01/01  01:58:00,10.4033333333333,0.0,14.6339295809632,12.0637910941764,0.0,0.0,0.0,0.0,14.432705727902,0.0,14.0301986585043,5.513784309652570E-03,14.039780876022,0.0 
 01/01  01:59:00,10.4016666666667,0.0,14.6250657706548,12.0590508725268,0.0,0.0,0.0,0.0,14.4248363372928,0.0,14.0207180033468,5.540431728123703E-03,14.0301986585043,0.0 
 01/01  02:00:00,10.4,0.0,14.6161913352614,12.0543522551741,0.0,0.0,0.0,0.0,14.4169673453611,0.0,14.0113581976089,5.566808088677462E-03,14.0207180033468,0.0 
 01/01  02:01:00,10.4,0.0,14.6073226569583,12.0503891818951,0.0,0.0,0.0,0.0,14.4090989646036,0.0,14.002261251537,5.489356686985564E-03,14.0113581976089,0.0 
 01/01  02:02:00,10.4,0.0,14.5984585272414,12.0466125168704,0.0,0.0,0.0,0.0,14.401234712573,0.0,13.9934994478037,5.412673106600993E-03,14.002261251537,0.0 
 01/01  02:03:00,10.4,0.0,14.5896050018696,12.0428329520919,0.0,0.0,0.0,0.0,14.3933758156916,0.0,13.9850772128416,5.336778442988254E-03,13.9934994478037,0.0 
 01/01  02:04:00,10.4,0.0,14.5807696144797,12.0393388391714,0.0,0.0,0.0,0.0,14.385524271175,0.0,13.9770660455093,5.191102731679555E-03,13.9850772128416,0.0 
 01/01  02:05:00,10.4,0.0,14.5719470295054,12.0358420413816,0.0,0.0,0.0,0.0,14.3776816687869,0.0,13.9695570786683,4.997988880172183E-03,13.9770660455093,0.0 
 01/01  02:06:00,10.4,0.0,14.5631588316157,12.0325578983163,0.0,0.0,0.0,0.0,14.3698500047975,0.0,13.962572229057,4.805843171029706E-03,13.9695570786683,0.0 
 01/01  02:07:00,10.4,0.0,14.5543869765393,12.0292712297814,0.0,0.0,0.0,0.0,14.3620319727487,0.0,13.9560871439871,4.614469339717965E-03,13.962572229057,0.0 
 01/01  02:08:00,10.4,0.0,14.5456621717228,12.0261579057823,0.0,0.0,0.0,0.0,14.3542297667899,0.0,13.9500635932334,4.423802710490222E-03,13.9560871439871,0.0 
 01/01  02:09:00,10.4,0.0,14.5369518930334,12.0230421858289,0.0,0.0,0.0,0.0,14.3464460292692,0.0,13.9444647115585,4.233893425760782E-03,13.9500635932334,0.0 
 01/01  02:10:00,10.4,0.0,14.5282968839619,12.0200743147249,0.0,0.0,0.0,0.0,14.3386823650723,0.0,13.9394797140516,3.894067710157643E-03,13.9444647115585,0.0 
 01/01  02:11:00,10.4,0.0,14.5196611522128,12.0171041578454,0.0,0.0,0.0,0.0,14.330941146676,0.0,13.9352530957896,3.533296288433237E-03,13.9394797140516,0.0 
 01/01  02:12:00,10.4,0.0,14.5110993526689,12.0142636811465,0.0,0.0,0.0,0.0,14.3232249845309,0.0,13.9318566008731,3.163209653590611E-03,13.9352530957896,0.0 
 01/01  02:13:00,10.4,0.0,14.5025636041792,12.0114210151016,0.0,0.0,0.0,0.0,14.3155381841518,0.0,13.9293716845496,2.780690853867747E-03,13.9318566008731,0.0 
 01/01  02:14:00,10.4,0.0,14.4941219484415,12.0086942899069,0.0,0.0,0.0,0.0,14.3078839276869,0.0,13.9276129293523,2.449483580333922E-03,13.9293716845496,0.0 
 01/01  02:15:00,10.4,0.0,14.4857033362017,12.005965461421,0.0,0.0,0.0,0.0,14.3002673962813,0.0,13.9255670406763,1.801459658951034E-03,13.9276129293523,0.0 
 01/01  02:16:00,10.4,0.0,14.4773577500653,12.0033417471905,0.0,0.0,0.0,0.0,14.2926904502253,0.0,13.9224057685918,1.483392739406115E-03,13.9255670406763,0.0 
 01/01  02:17:00,10.4,0.0,14.4689787695756,12.0007160075652,0.0,0.0,0.0,0.0,14.2851504716726,0.0,13.9179597827114,1.223064686556212E-03,13.9224057685918,0.0 
 01/01  02:18:00,10.4,0.0,14.460621696827,11.9981865887619,0.0,0.0,0.0,0.0,14.2776393557764,0.0,13.9124072113684,9.883985937124834E-04,13.9179597827114,0.0 
 01/01  02:19:00,10.4,0.0,14.452231136339,11.9956552158474,0.0,0.0,0.0,0.0,14.2701511135834,0.0,13.905984611512,7.690726755560979E-04,13.9124072113684,0.0 
 01/01  02:20:00,10.4,0.0,14.4438330985016,11.9932128542288,0.0,0.0,0.0,0.0,14.2626793311901,0.0,13.8988805980736,5.619749259631461E-04,13.905984611512,0.0 
 01/01  02:21:00,10.4,0.0,14.4354143829535,11.9907686042965,0.0,0.0,0.0,0.0,14.2552200030293,0.0,13.8913207501244,4.169287429921238E-04,13.8988805980736,0.0 
 01/01  02:22:00,10.4,0.0,14.4269804904004,11.9884071773229,0.0,0.0,0.0,0.0,14.2477693282624,0.0,13.8835139452763,3.211785409262165E-04,13.8913207501244,0.0 
