Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SURFACE_1:Surface Inside Face Temperature [C](TimeStep),SURFACE_1:Surface Outside Face Temperature [C](TimeStep),ZONE_1:Zone Mean Air Temperature [C](TimeStep) 
 01/01  01:18:00,10.47,12.5536067590632,11.5892497545028,12.4515697298798 
 01/01  01:19:00,10.4683333333333,12.5513623689294,11.5854570606022,12.4484837960122 
 01/01  01:20:00,10.4666666666667,12.5490856589716,11.5817465166496,12.4452982504236 
 01/01  01:21:00,10.465,12.5468055536177,11.5780359726969,12.4420261926425 
 01/01  01:22:00,10.4633333333333,12.5444940243591,11.574400126142,12.4386741016431 
 01/01  01:23:00,10.4616666666667,12.5421797925266,11.5707642795871,12.435249167564 
 01/01  01:24:00,10.46,12.5398350019164,11.5671967901182,12.4318215932378 
 01/01  01:25:00,10.4583333333333,12.5374899815025,11.5636293006492,12.4284314462136 
 01/01  01:26:00,10.4566666666667,12.5351187121989,11.56012470756,12.4250881734152 
 01/01  01:27:00,10.455,12.5327488975087,11.5566201144708,12.4217888765482 
 01/01  01:28:00,10.4533333333333,12.530356168127,11.5531736656711,12.4185281198509 
 01/01  01:29:00,10.4516666666667,12.5279646567932,11.5497272168713,12.4153171973363 
 01/01  01:30:00,10.45,12.5255529405682,11.5463347401662,12.4121838711918 
 01/01  01:31:00,10.4483333333333,12.5231436886355,11.5429422634608,12.4091396777596 
 01/01  01:32:00,10.4466666666667,12.5207177401635,11.539600067619,12.406182844472 
 01/01  01:33:00,10.445,12.5182946120751,11.5362578717773,12.4033072245895 
 01/01  01:34:00,10.4433333333333,12.5158573801712,11.532962669085,12.4005061216331 
 01/01  01:35:00,10.4416666666667,12.5134225639383,11.5296674663927,12.3978243402438 
 01/01  01:36:00,10.44,12.5109769700167,11.5264163110229,12.395298873949 
 01/01  01:37:00,10.4383333333333,12.5085364178316,11.5231651556531,12.3929395384738 
 01/01  01:38:00,10.4366666666667,12.506089661578,11.5199553939112,12.3907412867035 
 01/01  01:39:00,10.435,12.5036481633695,11.5167456321693,12.388695951381 
 01/01  01:40:00,10.4333333333333,12.5012040583916,11.5135748618226,12.3867969936056 
 01/01  01:41:00,10.4316666666667,12.4987647451507,11.5104040914758,12.3851046699867 
 01/01  01:42:00,10.43,12.4963275176009,11.507270128162,12.3836636396414 
 01/01  01:43:00,10.4283333333333,12.4938984550678,11.5041361648482,12.3824985170021 
 01/01  01:44:00,10.4266666666667,12.4914780268841,11.5010370140922,12.3816332173383 
 01/01  01:45:00,10.425,12.4890673941506,11.4979378633362,12.3811215918115 
 01/01  01:46:00,10.4233333333333,12.4866739056435,11.4948716970774,12.3809804182484 
 01/01  01:47:00,10.4216666666667,12.484292544378,11.4918055308186,12.3806280338657 
 01/01  01:48:00,10.42,12.4819176755219,11.488770667611,12.3797432847427 
 01/01  01:49:00,10.4183333333333,12.4795258631558,11.4857358044033,12.3782983665203 
 01/01  01:50:00,10.4166666666667,12.4771187350394,11.4827306926376,12.3763764649727 
 01/01  01:51:00,10.415,12.4746958791541,11.4797255808719,12.3740649333628 
 01/01  01:52:00,10.4133333333333,12.4722438566026,11.4767487845056,12.3715135005372 
 01/01  01:53:00,10.4116666666667,12.4697837179105,11.4737719881392,12.3688087615674 
 01/01  01:54:00,10.41,12.4672933336795,11.4708221745213,12.365983005158 
 01/01  01:55:00,10.4083333333333,12.4647988506437,11.4678723609032,12.3630468506487 
 01/01  01:56:00,10.4066666666667,12.4622751419663,11.4649482903624,12.3600063258508 
 01/01  01:57:00,10.405,12.4597479388933,11.4620242198215,12.3568910424547 
 01/01  01:58:00,10.4033333333333,12.4571932541249,11.4591247367446,12.3537586217207 
 01/01  01:59:00,10.4016666666667,12.4546378792494,11.4562252536676,12.3506384176583 
 01/01  02:00:00,10.4,12.4520591832149,11.453349278837,12.3475367458964 
 01/01  02:01:00,10.4,12.4494810267204,11.4506402793286,12.3445049218535 
 01/01  02:02:00,10.4,12.4468845377135,11.4479895468352,12.3415692751709 
 01/01  02:03:00,10.4,12.4442911174581,11.445338814342,12.3387330606001 
 01/01  02:04:00,10.4,12.441684395432,11.4427706869472,12.3360238298954 
 01/01  02:05:00,10.4,12.4390817710057,11.4402025595523,12.3334762364922 
