Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SURFACE_1:Surface Inside Face Temperature [C](TimeStep),SURFACE_1:Surface Outside Face Temperature [C](TimeStep),ZONE_1:Zone Mean Air Temperature [C](TimeStep) 
 01/01  03:54:00,10.31,12.1233774636998,11.2107604781275,11.980693001332 
 01/01  03:55:00,10.3083333333333,12.1206050982043,11.2086038753252,11.9777073846565 
 01/01  03:56:00,10.3066666666667,12.1178345171829,11.2064477666152,11.9747210064606 
 01/01  03:57:00,10.305,12.1150639162006,11.2042916579051,11.9717339383955 
 01/01  03:58:00,10.3033333333333,12.1122951790955,11.2021361314704,11.9687462843981 
 01/01  03:59:00,10.3016666666667,12.1095264279499,11.1999806050356,11.96575810924 
 01/01  04:00:00,10.3,12.1067596118382,11.1978257390619,11.9627695102489 
 01/01  04:01:00,10.2983333333333,12.1039927871403,11.1956708730882,11.9598032193506 
 01/01  04:02:00,10.2966666666667,12.1012286794884,11.1935167368891,11.9568717849428 
 01/01  04:03:00,10.295,12.0984657012099,11.1913626006902,11.9539773925069 
 01/01  04:04:00,10.2933333333333,12.095706643089,11.1892092556943,11.95111789801 
 01/01  04:05:00,10.2916666666667,12.0929487382455,11.1870559106983,11.9482903978984 
 01/01  04:06:00,10.29,12.0901956512068,11.184903411317,11.9454925068613 
 01/01  04:07:00,10.2883333333333,12.0874435484607,11.1827509119358,11.9427222556667 
 01/01  04:08:00,10.2866666666667,12.0846968014482,11.1805993063305,11.9399780284342 
 01/01  04:09:00,10.285,12.0819509212021,11.1784477007252,11.9372582779955 
 01/01  04:10:00,10.2833333333333,12.0792107197296,11.1762970314841,11.9345616289334 
 01/01  04:11:00,10.2816666666667,12.076471289352,11.1741463622431,11.9318867076631 
 01/01  04:12:00,10.28,12.0737377328334,11.1719966669823,11.929232305273 
 01/01  04:13:00,10.2783333333333,12.0710048628506,11.1698469717213,11.9265972087347 
 01/01  04:14:00,10.2766666666667,12.0682779755258,11.1676982836172,11.9239803664917 
 01/01  04:15:00,10.275,12.0655517004775,11.1655495955132,11.9213807114573 
 01/01  04:16:00,10.2733333333333,12.0628314562326,11.1634019437799,11.9187973296681 
 01/01  04:17:00,10.2716666666667,12.0601117592231,11.1612542920464,11.9162292806303 
 01/01  04:18:00,10.27,12.0573980980339,11.1591077023631,11.9136757691603 
 01/01  04:19:00,10.2683333333333,12.0546849270349,11.1569611126798,11.9111359647868 
 01/01  04:20:00,10.2666666666667,12.0519777660198,11.1548156075811,11.9086091753793 
 01/01  04:21:00,10.265,12.0492710451037,11.1526701024825,11.9060946664217 
 01/01  04:22:00,10.2633333333333,12.0465702862851,11.1505257017176,11.9035918353855 
